aa	-4.241652
aaa	-4.867872
aacrl	-8.902081
aaliyah	-6.343975
aaron	-4.736539
aau	-5.933062
aba	-4.968259
abc	-4.525358
abdominal	-5.370893
abilene	-5.654068
abiola	-7.06291
abita	-6.864956
able	-3.811706
abm	-6.130839
abnormal	-5.261688
abortion	-4.87106
about	-2.745783
above	-3.751863
abrams	-5.615445
abroad	-4.683891
abu	-5.069322
abuse	-3.952157
aca	-5.548832
academy	-4.28796
acapulco	-5.829425
accent	-5.112952
access	-3.447059
accessories	-3.779843
accident	-4.610801
accidents	-4.928582
accord	-5.203967
account	-3.435046
accountancy	-5.688822
accountant	-5.253536
accounting	-4.255603
accredited	-4.592065
accumulation	-5.301374
accusations	-5.651647
aces	-5.504074
acid	-4.374386
acing	-6.94114
acn	-5.903376
acomplia	-5.348666
acorn	-5.367594
acquisitions	-4.988236
acrylic	-5.177588
act	-3.685409
action	-3.650653
activities	-3.772071
actors	-4.727821
acupuncture	-5.383117
acute	-4.802372
ad-aware	-6.174805
adairsville	-6.948488
adam	-4.411618
adams	-4.641834
adapter	-4.617508
add	-3.171952
add-ons	-5.078738
addicted	-5.452186
addicting	-5.99536
addiction	-4.824016
addictions	-5.748282
address	-3.423403
addresses	-4.2964
adecco	-6.581875
adhd	-5.249516
adhesive	-5.205691
adidas	-5.104184
adirondack	-5.81727
adjusting	-5.207445
administration	-3.955965
adobe	-3.977511
adolescent	-5.166918
adolphus	-6.505764
adopt	-4.787758
adoption	-4.576969
ads	-4.123337
adult	-4.08844
adults	-4.357125
advance	-4.313995
advanced	-3.684034
advantage	-4.278877
advent	-5.36873
adventist	-5.900966
adventure	-4.411572
adventures	-4.674168
advertising	-3.777452
advice	-3.984626
advocates	-5.06192
aerial	-5.046495
aeroplane	-6.271429
aerosols	-6.003784
aerotek	-6.485555
aesthetician	-7.169258
affect	-4.43057
affecting	-4.917864
affidavit	-5.479107
affiliate	-4.314576
affiliations	-4.514561
affirmation	-5.865417
after	-3.261934
again	-3.693187
agate	-5.993093
age	-3.751502
agencies	-4.22675
agency	-3.969035
agents	-4.267893
aggravated	-5.738157
agreements	-4.582078
agricultural	-4.508985
agriculture	-4.38841
aguilera	-5.60609
ahrens	-6.493854
aid	-4.16041
aided	-5.368403
aids	-4.386805
aiken	-5.660864
air	-3.599132
airbag	-5.799752
aircraft	-4.517529
aires	-5.297025
airline	-4.703347
airlines	-4.522868
airplane	-5.159456
airport	-4.145088
airsoft	-5.661932
airways	-4.987086
airy	-5.734624
aj	-4.997534
ak	-4.706629
akingbade	-8.538075
akinyelu	-10.10154
al	-3.734182
al-anon	-6.583114
alabama	-4.426538
aladdin	-5.866173
alameda	-5.481443
alan	-4.518828
alarm	-4.697456
alaska	-4.318823
albany	-4.897674
album	-3.873783
albums	-4.299324
albuquerque	-5.084504
alburg	-7.622699
alcohol	-4.379619
alcoholism	-5.593942
alero	-6.82318
alert	-4.289615
alex	-4.477671
alexander	-4.546475
alexis	-5.297582
alfalfa	-5.887797
alfred	-5.022383
ali	-4.799098
alimony	-6.113547
alive	-4.681717
all	-2.568551
allan	-5.088928
allegheny	-5.687483
allen	-4.464539
allenwood	-7.303057
allergies	-5.099655
alley	-5.157064
alliance	-4.264963
allied	-5.026783
allis-chalmers	-6.686865
allman	-6.006294
allowance	-5.035732
allred	-6.336165
allstars	-6.091321
alpha	-4.431096
alphabet	-5.301502
alpine	-5.054677
alsace	-6.157944
also	-3.074078
altar	-5.45843
alternative	-4.114445
aluminum	-4.754469
always	-3.757422
alzheimer's	-5.146101
am	-3.080813
amateur	-4.725254
amazon	-3.982107
ambigram	-7.30774
amboy	-6.315234
ambria	-7.903044
amc	-5.337621
ame	-5.724092
amelia	-5.236781
america	-3.676099
america's	-4.593535
american	-3.497959
americans	-4.36693
americas	-4.757931
amish	-5.777674
amityville	-6.483835
ammo	-5.649742
amniotic	-6.476226
among	-3.922865
amphitheatre	-5.986627
amplifiers	-5.354815
amr	-5.655469
amsterdam	-4.845737
amu	-6.206964
amusement	-5.3343
amusements	-6.190533
amy	-4.649796
an	-2.664471
anaheim	-5.174955
anal	-4.806482
analingus	-7.433661
analysis	-3.740144
anatomy	-4.967495
anchor	-4.923393
anchorage	-5.230764
ancient	-4.573869
and	-1.756327
andrea	-4.89177
andreas	-5.032978
andrew	-4.302198
andy	-4.535492
anesthesiologist	-6.424103
angel	-4.558786
angeles	-4.125207
angelica	-5.855402
angelina	-5.224359
angelo's	-6.830859
anger	-5.004207
animal	-4.14116
animals	-4.222513
animated	-4.809106
anime	-4.794498
anjali	-6.558393
ankle	-5.259123
ann	-4.402552
anna	-4.649043
annapolis	-5.485821
anne	-4.56737
annex	-4.973104
anniversary	-4.52276
annual	-3.819103
annular	-6.043877
annunciation	-6.505459
anointing	-6.356511
anorexia	-5.872149
another	-3.571319
anova	-5.97795
answer	-3.910957
answers	-4.019223
anteverted	-8.260756
antibiotics	-5.364363
antioxidant	-5.648727
antique	-4.920672
antiques	-5.103205
antonio	-4.541739
ants	-5.530217
anxiety	-4.787435
any	-2.999931
anyway	-4.54481
aol	-4.439848
ap	-4.279356
apartment	-4.548326
apartments	-4.388008
apollo	-5.137381
apostolic	-5.841311
apparel	-4.497872
appendix	-4.488623
appetite	-5.352528
apple	-3.809392
apples	-5.232962
appliance	-4.941753
application	-3.578664
applied	-4.191132
appointed	-4.648264
appraisal	-5.064672
appraiser	-5.672249
appraisers	-5.780584
appropriations	-5.160409
approved	-4.153897
april	-3.288217
apron	-5.613916
aqua	-5.110895
aquarium	-5.169372
aquilante	-7.750808
arbkornburi	-10.80799
arbor	-5.11838
arc	-4.819584
arcade	-4.708311
arcadium	-7.464132
arch	-4.682864
archer	-5.369229
architectural	-4.791035
archive	-3.791317
archives	-3.867519
ardmore	-6.06835
are	-2.49467
area	-3.442807
areas	-3.81956
arena	-4.704731
argentina	-4.477926
argument	-4.356977
argus	-5.732543
aristotle	-5.70425
arizona	-4.215893
arkansas	-4.497955
arlington	-4.874928
arm	-4.455171
armor	-5.110656
armored	-5.633564
armour	-5.394794
arms	-4.519385
armstrong	-5.008847
army	-4.257288
arnold	-4.947634
around	-3.621797
arpels	-6.873426
arranged	-4.938885
arrangement	-4.83217
arrest	-4.904844
arrested	-4.784092
arrhythmia	-6.120077
arrived	-4.744904
art	-3.594189
artichoke	-6.033504
article	-3.522029
articles	-3.602319
artificial	-4.839282
artist	-4.091753
artists	-4.169023
arts	-3.786731
artwork	-4.848579
aruba	-4.939482
arundel	-5.812303
arvada	-6.124998
as	-2.504501
ashanti	-5.991566
asheville	-5.348732
ashlee	-5.80128
ashley	-4.810056
asia	-3.99423
asian	-4.317172
asim	-6.596453
ask	-3.855018
asked	-3.985401
asl	-5.742267
asparagus	-5.644958
aspen	-5.057457
ass	-4.44176
assault	-4.849383
assed	-6.522125
assembler	-5.727741
assembly	-4.30439
asses	-5.65372
assessment	-4.064769
assessments	-4.790896
assessor	-5.500639
assistance	-4.080137
assistant	-4.269166
assistants	-5.221534
assisted	-4.887106
associates	-4.463606
association	-3.757952
assumption	-4.998616
assura	-7.233365
assurance	-4.752346
astoria	-5.645731
astro	-5.364283
astronomy	-4.928956
astrophel	-8.058292
at	-2.504937
at&t	-4.592509
atascadero	-6.533895
atenolol	-6.120839
atf	-5.97096
athletes	-4.823205
atl	-5.346832
atlanta	-4.297507
atlantic	-4.49355
atoka	-6.697721
atomic	-4.931752
atoms	-5.295995
attacks	-4.511854
attendant	-5.486847
attendants	-5.79349
attention	-4.220198
attic	-5.273911
attire	-5.655989
attorney	-4.289039
attorneys	-4.690951
attractions	-4.610096
atv	-5.207413
auburn	-5.023657
auction	-4.518903
auctions	-4.714502
audio	-3.811194
audrey	-5.456061
audubon	-5.637675
auger	-6.02294
auggie	-7.242789
august	-3.571885
augustine	-5.355899
augustine's	-6.571347
augustus	-5.760854
aunt	-5.315667
aurora	-5.040976
austad	-7.2148
austin	-4.367675
austria-hungary	-6.757332
autauga	-6.863255
authentic	-4.979908
author	-3.628735
authority	-4.073772
autism	-4.96754
auto	-3.91228
automobile	-4.94729
automotive	-4.456379
autos	-4.558611
autozone	-6.526908
autumn	-4.933029
ave	-4.275909
aveda	-6.31563
avenue	-4.278243
average	-3.784203
aviance	-7.366791
aviation	-4.604979
avis	-5.551763
avo	-5.240002
avon	-5.203091
awards	-3.903678
away	-3.851811
awesome	-4.501022
awning	-6.062758
awnings	-5.927716
ayso	-6.796647
az	-4.413069
azkaban	-6.618202
aztec	-5.795716
azzura	-7.592863
b	-3.002046
b.	-3.002046
b12	-5.795612
babel	-5.880659
babes	-5.112113
babies	-4.743457
baby	-3.928056
back	-3.25136
background	-3.941391
backgrounds	-4.885156
bacon	-5.075066
bacon-wrapped	-6.913955
bad	-3.869376
bag	-4.310118
bagpiper	-7.244493
bagpipes	-6.523704
bags	-4.311106
bahamas	-4.83553
bailey	-4.95626
baja	-5.49826
bajric	-8.137224
baked	-5.174585
baker	-4.664657
bakersfield	-5.492375
bakery	-5.196389
balance	-4.205523
baldwin	-5.122402
balkan	-5.919591
ball	-4.243146
ballet	-5.111832
balloon	-5.101876
balls	-4.827381
baltimore	-4.559707
bam	-5.556288
bamboo	-4.987038
banana	-5.12029
bancorp	-5.752898
band	-4.037617
banding	-6.001118
bandmates	-6.715621
bands	-4.624305
bane	-6.088271
bank	-3.83262
banking	-4.353935
bankruptcy	-4.748876
banks	-4.321951
banner	-4.649056
bans	-5.540092
baptism	-5.454119
baptist	-4.911976
bar	-3.944041
baracuda	-7.235562
barbara	-4.562272
barbarino	-7.711584
barbershop	-6.273669
barclay	-5.864889
bargaining	-5.317654
barleans	-7.784045
barnes	-4.970765
barnhart	-6.371101
baron	-5.288129
barracks	-5.836423
barrel	-5.043098
barrington	-5.64871
barrino	-7.050849
barrow	-5.648573
barry	-4.742949
bars	-4.434025
bartlesville	-6.360993
basal	-5.586923
base	-3.918167
baseball	-4.224872
based	-3.402334
basement	-5.05601
basia	-6.724852
basic	-3.900782
basil	-5.421572
basilica	-6.025905
basket	-4.500844
basketball	-4.21115
basketweave	-7.050219
bass	-4.517284
basset	-6.116434
bat	-4.906037
bathroom	-4.691308
batman	-5.139267
batteries	-4.662433
batting	-5.354169
battle	-4.368767
battlefield	-5.074375
bausch	-6.239125
bavaria	-5.883919
bay	-4.031317
bayer	-5.469998
baylor	-5.443551
bays	-5.5434
bayside	-5.904625
bayview	-5.993496
bbc	-4.474057
bbq	-5.006488
bc	-4.417917
bcn	-6.311461
bdsm	-5.445051
be	-2.489295
beach	-3.887576
beaches	-4.925734
beachside	-6.274911
beachwood	-6.334676
bead	-5.339506
beads	-5.067273
beagle	-5.615765
beanie	-5.861955
beans	-4.922874
bear	-4.420643
bearded	-5.972305
bears	-4.703992
beast	-4.847314
beatle	-6.342628
beats	-4.949484
beautiful	-4.149827
beautifying	-6.9033
beauty	-4.121554
because	-3.433178
becker	-5.26178
bed	-4.187742
bedding	-4.981713
bedford	-5.133122
bedroom	-4.540705
beds	-4.635089
bedskirt	-6.989798
bedspread	-6.7602
bee-line	-7.211363
beef	-4.809124
beemer	-6.731077
beer	-4.543337
bees	-5.291418
beethoven	-5.564629
before	-3.436486
begin	-4.188316
beginner	-5.101236
beginning	-4.193338
begins	-4.530393
behavior	-4.288814
behavioral	-4.853324
behavioural	-5.59579
behind	-4.09987
beijing	-4.714559
being	-3.462968
bel	-5.406691
belarus	-4.890683
belfast	-5.200416
belgian	-5.330699
beliefs	-4.930387
belize	-4.892364
bell	-4.48918
bellingham	-5.60432
bellsouth	-5.75759
belly	-5.1218
below	-3.684728
belt	-4.681914
beltway	-5.868589
ben	-4.357592
benares	-7.135507
bend	-4.919016
benders	-6.381217
benefits	-3.907686
benjamin	-4.812272
bennett	-4.977499
bennington	-6.035514
bent	-5.239272
bentley	-5.104875
beograd	-6.601614
berea	-6.145603
bergen	-5.409824
berk	-6.244169
berkeley	-4.820525
berlin	-4.600152
bernard	-4.942507
berry	-4.879901
bert	-5.452629
best	-3.282985
bestiality	-6.199994
bet	-4.668864
beta	-4.199212
bethel	-5.572076
bethesda	-5.437495
better	-3.644129
betting	-4.92416
between	-3.458142
beyonce	-5.276461
bhalobashi	-8.165143
bi	-4.616801
bib	-5.427628
bible	-4.385255
biblical	-5.155537
bichon	-6.467041
bickers	-7.36714
bicycle	-4.914601
bidding	-5.214246
biereley-hale	-10.05819
big	-3.613763
bigger	-4.719359
biggest	-4.46685
bijou	-6.246122
bike	-4.436353
biker	-5.621534
bikini	-5.069982
bill	-3.82283
billiard	-5.954338
billie	-5.660536
billing	-4.607213
billion	-4.277428
biloxi	-5.766286
binghamton	-5.688414
bio	-4.465312
biofuels	-5.494221
biography	-4.47262
biomedical	-5.123773
bionicle	-6.452811
bios	-4.70477
bipolar	-5.291522
bird	-4.457682
birdland	-6.681352
birds	-4.587166
birmingham	-4.706728
birr	-6.577028
birth	-4.270983
birthdate	-5.783661
birthday	-4.37764
biryani	-6.963501
bissell	-6.126014
bistro	-5.352166
bitch	-5.174421
bitches	-5.713669
biting	-5.592896
bits	-4.510867
bittle	-7.322829
bizzare	-6.612895
bl-100-102	-11.62538
black	-3.616211
blackberrys	-6.784921
blackhawk	-5.974707
blacklight	-6.194891
blackmail	-6.166707
blackriver	-7.944801
blades	-5.137596
blair	-5.003318
blank	-4.474787
blankenship	-6.263251
blaxploitation	-7.03619
blazer	-5.694407
bleeding	-5.152833
bleeds	-6.237839
bleu	-5.811103
blew	-5.5363
blind	-4.673933
blindness	-5.574167
blink	-5.454797
bliss	-5.280331
block	-3.995779
blockbuster	-5.517789
blocker	-5.449143
blocks	-4.547915
blog	-3.308358
blogs	-3.720831
blood	-4.086148
blooming	-5.700515
bloomington	-5.328586
blos	-7.426699
blossom	-5.432644
blotter	-5.749687
blow	-4.82347
blowing	-5.286218
blown	-5.265513
blue	-3.84523
bluegrass	-5.423329
bluegreen	-6.976509
blues	-4.528826
bluetooth	-4.780917
bluff	-5.294277
blunt	-5.469178
blurring	-6.19332
blvd	-4.689314
bmw	-4.628679
bo	-4.900186
board	-3.481888
boards	-4.132864
boardwalk	-5.800271
boat	-4.432805
boats	-4.798865
bob	-4.207714
bobby	-4.887949
bobs	-6.21606
boca	-5.379047
bocelli	-6.497741
boces	-6.448804
body	-3.743828
bodybuilding	-5.679087
bodysuit	-6.221605
boil	-5.526567
boiling	-5.445915
boise	-5.143719
bold	-4.468715
bolle	-6.308199
bomb	-4.889039
bon	-5.06029
bonds	-4.593466
bones	-4.915806
bonsai	-5.877065
boo	-5.35185
book	-3.452226
books	-3.594005
bookstore	-4.834517
boot	-4.541037
bootcamp	-5.856423
boots	-4.501546
booty	-5.448195
booze	-5.793056
bordeaux	-5.481685
border	-4.135875
born	-4.221834
bosco	-6.126789
boston	-4.132746
both	-3.51592
bothell	-5.984806
botox	-5.770395
bottle	-4.684166
bottles	-4.945427
bottom	-4.142479
bouncers	-6.235971
bound	-4.469182
boundaries	-4.892681
bouquet	-5.429978
boutique	-4.987075
bow	-4.938341
bowl	-4.518854
bowling	-4.919888
bowls	-5.290312
bows	-5.581002
box	-3.673083
boxers	-5.746033
boxes	-4.472488
boxing	-4.830728
boxster	-6.16158
boy	-4.238213
boyd	-5.194966
boyfriend	-5.152686
boyfriends	-6.138703
boynton	-5.948343
boys	-4.236071
bra	-5.163261
braces	-5.518423
bracket	-4.975791
brad	-4.740013
bradenton	-5.779484
bradford	-5.063088
bradley	-4.931623
bradshaw	-5.700613
bragh	-7.573687
braid	-5.73355
braids	-6.212851
brain	-4.297797
braintree	-6.059403
brake	-4.871842
branch	-4.081635
brand	-4.047902
brando	-6.257338
brandon	-4.886009
brandt	-5.710306
brandy	-5.51786
branford	-6.155812
brass	-4.88486
bratz	-6.044764
bravo	-5.114095
bray	-5.734695
brazil	-4.298759
bread	-4.756294
break	-4.11638
breaker	-5.46468
breakfast	-4.383227
breaking	-4.379131
breast	-4.417532
breasts	-5.348714
breath	-4.913649
breathing	-5.063349
breckenridge	-5.728921
breed	-4.959175
breeders	-5.341948
breeding	-5.043127
breezes	-6.128654
brenda	-5.256948
brendon	-6.153728
brewing	-5.407253
brian	-4.289614
brick	-4.973977
bridal	-4.905799
bride	-4.938816
bridge	-4.321723
bridgeport	-5.590684
briggs	-5.507148
brigham	-5.537588
bright	-4.591292
bring	-4.081134
bristol	-4.828339
britain	-4.559316
britney	-4.981577
britt	-5.748998
broad	-4.551558
broadcasting	-4.789345
brochure	-4.714427
broker	-4.636168
broly	-7.236838
bronx	-5.257387
bronze	-4.874545
brook	-5.006444
brookdale	-6.412352
brooklyn	-4.739232
brooks	-4.878814
broome	-5.908021
brothels	-6.555382
brother	-4.445609
brothers	-4.531948
broward	-5.588651
brown	-3.991105
brown's	-5.505895
browne	-5.497056
browning	-5.572427
bruce	-4.566767
brushed	-5.539844
brushes	-5.239663
bryan	-4.865959
bubba	-5.844934
bucket	-5.131678
buckingham	-5.701846
buckles	-5.841631
bucks	-5.025578
buckwild	-7.482604
buddha	-5.376523
buddy	-4.90651
budget	-4.054809
buenos	-5.282749
buffalo	-4.606465
buffy	-5.525452
buick	-5.220367
build	-3.859261
builder	-4.590004
builders	-4.838612
building	-3.729395
buildings	-4.421879
built-in	-4.62483
bulb	-5.239198
bulbs	-5.173612
bulging	-6.268137
bull	-4.806456
bulldog	-5.548403
bullet	-5.072463
bulletin	-4.522923
bulls	-5.102776
bump	-5.165321
bumper	-5.184393
bunker	-5.586588
bunny	-5.208691
burberry	-5.595422
bureau	-4.415983
burger	-5.168408
burglary	-5.658062
burlington	-5.096161
burn	-4.750604
burned	-5.173405
burner	-5.210549
burning	-4.689465
burroughs	-5.890154
bus	-4.297083
busch	-5.464439
bush	-4.290565
business	-3.043927
but	-2.872456
butt	-5.067441
butter	-4.873433
button	-4.010562
buttons	-4.666751
butts	-5.60432
buy	-3.309644
buying	-4.216746
bvi	-6.253024
by	-2.334984
bye	-5.050255
bypass	-5.117819
c	-2.802452
c-section	-5.835293
c.	-2.802452
c0000005	-7.58922
ca	-3.581041
cabela's	-5.990561
cabin	-4.977754
cabins	-5.363358
cable	-4.167748
cables	-4.666343
cabo	-5.592524
cabos	-6.15362
cabot	-5.819324
cabrini	-6.626671
caddo	-6.270342
caesar	-5.450879
cafe	-4.543661
cage	-5.075369
cake	-4.668037
cakes	-5.086808
calculating	-5.200515
calculation	-4.889497
calculator	-4.555856
calendar	-3.76191
calhoun	-5.436938
california	-3.776973
call	-3.539955
called	-3.84909
calling	-4.379158
calorie	-5.262374
calories	-5.029771
calvary	-5.878026
calvin	-5.146721
cam	-4.703526
camaro	-5.569177
cambria	-5.861303
camcorder	-5.212772
came	-4.055581
camel	-5.347922
camelback	-6.088995
camelot	-5.83085
camera	-4.091397
cameras	-4.331086
camino	-5.531444
camp	-4.288307
campaign	-4.166535
campbell	-4.66678
campgrounds	-5.598439
camping	-4.753066
camps	-4.8345
camron	-6.934702
camry	-5.648371
can	-2.776969
cana	-5.809134
canada	-3.691435
canadian	-4.208501
canal	-4.951341
canandaigua	-6.350894
canasta	-6.9516
canby	-6.319881
cancer	-3.947536
cancun	-5.445394
candids	-6.403629
candle	-5.05866
candles	-5.076459
candy	-4.715376
cannot	-3.863985
canoes	-5.983394
canon	-4.597412
canopy	-5.378308
canterbury	-5.3821
canton	-5.225314
canyon	-4.803337
cap	-4.303467
cape	-4.465705
capital	-3.951988
capitol	-4.867163
caprese	-7.060127
capri	-5.677529
caps	-4.724169
capsule	-5.324785
car	-3.611538
carat	-5.859079
caravelle	-6.661625
card	-3.715768
cardiac	-5.015283
cards	-3.867747
care	-3.456007
carebears	-7.421108
career	-3.912202
careers	-3.918268
carey	-5.126287
carfax	-5.517721
cargo	-4.828061
caribbean	-4.572235
caring	-4.95378
carl	-4.734611
carlton	-5.332484
carmel	-5.387033
carmen	-5.143477
carolina	-4.055843
carowinds	-7.246764
carpet	-4.73812
carr	-5.231589
carrie	-5.106504
carriers	-4.840307
carry	-4.372106
cars	-3.936994
cartier	-5.46862
cartoon	-4.763813
cartoons	-4.843259
carved	-5.419712
carver	-5.616862
carville	-6.293847
cary	-5.372593
case	-3.493444
cases	-3.936071
cash	-3.993013
casino	-4.182868
casinos	-4.827168
casserole	-5.74242
cast	-4.273124
casts	-5.605113
casualties	-5.53954
cat	-4.211852
cat's	-5.813384
catalina	-5.326791
catalog	-4.167906
catalyst	-5.01791
catch	-4.506495
caterers	-5.81825
catering	-4.830591
cathedral	-5.121344
cathedrals	-6.335955
catherine	-4.904625
catholic	-4.519334
cats	-4.677819
cattle	-4.991487
caufield	-6.751944
cause	-4.019952
causes	-4.412887
caution	-5.065036
cavalier	-5.770061
cavallari	-6.171219
cavern	-6.042011
cazuela	-7.946954
cbs	-4.156492
ccg	-5.963376
cd	-3.872174
cdl	-5.818518
cds	-4.646222
cease	-5.263161
cedar	-4.88099
cedarville	-6.483716
celebi	-7.081448
celebration	-4.75912
celebrations	-5.030594
celebrity	-4.291167
celebs	-5.128508
cell	-3.860795
cellars	-5.725268
cells	-4.21347
cem	-5.808289
cemeteries	-5.649844
cemetery	-4.955699
census	-4.460318
cent	-4.538618
center	-3.307004
centers	-4.285162
central	-3.774668
centrastate	-7.904009
century	-4.153217
centurytel	-6.050853
ceramic	-5.003302
ceremony	-4.801728
cerritos	-6.111797
certificate	-4.227748
certificates	-4.414775
certification	-4.331305
certified	-4.327001
cervical	-5.351839
cg818	-10.63824
cgn	-6.665081
chad	-4.751514
chain	-4.318508
chainsaw	-5.959149
chair	-4.328264
chairs	-4.717295
chaise	-6.143202
challenge	-4.152475
challenging	-4.838882
chamber	-4.501281
chambers	-5.006574
chambersburg	-6.32115
chameleons	-6.809188
champagne	-5.185357
champion	-4.728561
championship	-4.563977
chan	-5.01128
chances	-4.928526
chandeliers	-5.888543
change	-3.462923
changed	-4.164149
changes	-3.661942
chanler	-7.738101
channel	-3.955407
chantilly	-6.008146
chapel	-4.878613
chapter	-3.759833
character	-4.116042
charge	-4.149734
charles	-4.165269
charlotte	-4.586149
charlottesville	-5.48016
charmane	-7.043997
charmed	-5.895463
charms	-5.227659
chart	-4.216425
charter	-4.503169
charts	-4.350839
chase	-4.759213
chasing	-5.431779
chat	-4.188035
chatham	-5.428729
cheap	-3.848391
cheapest	-4.781221
cheat	-5.110085
cheats	-4.68273
check	-3.54384
checks	-4.634321
checkup	-6.09072
cheech	-5.884834
cheer	-5.234303
cheerleader	-5.539712
cheese	-4.605867
chef	-4.686836
chelsea	-4.938499
chemical	-4.300453
chemicals	-4.678492
chemist	-5.757387
chemistry	-4.523667
chemo	-5.980922
cheney	-5.215461
chenille	-6.292771
cherokee	-5.195704
cherry	-4.801033
cheryl	-5.138059
chesapeake	-5.361398
cheshire	-5.409728
chest	-4.799235
chester	-5.033763
chestnuts	-6.397817
chetek	-6.789064
chevelle	-6.239275
chevrolet	-4.745155
chevy	-5.11886
chewing	-5.705926
chicago	-3.997604
chick-fil-a	-6.835236
chicken	-4.505691
chicks	-5.301486
chief	-4.156437
chihuahua	-5.714193
child	-3.73608
child's	-4.873678
childcare	-5.280429
childhood	-4.665837
children	-3.538863
children's	-4.245021
chile	-4.592149
china	-3.800888
china's	-5.046949
chinese	-4.112519
chips	-4.822919
chloe	-5.314492
chloroform	-6.23801
chocolate	-4.518309
choice	-4.029603
chokes	-6.339583
chong	-5.582622
choose	-3.85747
chop	-5.477967
chopper	-5.697509
chopsticks	-6.399842
chords	-5.515194
chorus	-5.146068
chris	-4.110215
christ	-4.480997
christian	-4.095949
christiana	-6.242181
christina	-4.964727
christine	-4.90897
christmas	-4.123554
christopher	-4.5855
chrome	-4.805921
chronic	-4.687776
chronicles	-5.09099
chrono	-5.892376
chrysler	-4.914358
chunk	-5.325961
church	-3.956561
churches	-4.79684
churchill	-5.327643
ciara	-5.82692
cigarette	-5.15589
cigarettes	-5.174252
cigars	-5.566861
cimarron	-6.260518
cincinnati	-4.709858
cinco	-5.676817
cinderella	-5.673526
cinemark	-6.596441
circle	-4.469942
circuit	-4.393631
circuits	-5.064205
cirque	-5.599636
cities	-4.167314
citimortgage	-7.314731
citizen	-4.640036
citizens	-4.449414
citizenship	-4.969428
citrus	-5.28908
city	-3.287903
ciudadela	-7.509844
civic	-4.823905
civil	-4.058145
claim	-3.984599
clair	-5.430459
claire	-4.997384
clarion	-5.627187
clarita	-5.977301
clark	-4.518568
clark's	-6.023067
clarke	-5.046653
clarkson	-5.486794
clash	-5.079608
class	-3.391366
classes	-4.06107
classic	-4.067482
classical	-4.547997
classics	-4.756707
classification	-4.46758
classified	-4.552255
